Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
2024-10-03 10:54:53.407995,1,27.65495306447291,22.481219833778308,21.71272853715118,55.036722188506225,583.3902790135717,5.657355557205573,10.27219817710488,45.0769384545941,37.543038171062115,35.7131890683284,1.0258174756232536,High Stress
2024-10-03 16:54:53.407995,1,15.320619626899681,21.411837326437066,18.82227379688346,64.03624449283375,584.5685993671689,7.11116722065932,32.08614442716373,27.425913484885722,19.26063500935955,28.662318607687606,0.10926152914904275,High Stress
2024-10-03 22:54:53.407995,1,17.548431233570444,21.853668821133198,15.584587222276593,67.20794822690989,581.1198088258349,5.737247842471898,26.859347749973765,29.2319386096118,36.050895966791145,43.59984063710889,1.0839246638193532,High Stress
2024-10-04 04:54:53.407995,1,16.17633298920806,22.14077168597788,22.617952019328783,58.32180415611632,225.23039016133606,5.577161879826455,17.32336368368194,28.064517729085892,26.070143714230642,39.096097265950135,1.2110026129205784,High Stress
2024-10-04 10:54:53.407995,1,39.10554051759016,29.262461122139165,18.026321696647784,64.64177072739929,457.26239518873365,5.876076004672173,10.103142797699997,37.14046922871458,38.02848153531832,47.14423178541179,1.5454409305636663,High Stress
2024-10-04 16:54:53.407995,1,28.444286531875676,24.91002112537257,22.32769670543784,46.884509590745495,495.6343808018845,6.168351979357521,9.774497897577108,15.703140521673777,23.092964941139265,45.49363163190476,0.06948260200502807,High Stress
2024-10-04 22:54:53.407995,1,16.12175388810509,23.150847658958337,17.992209720334824,57.37056156065197,459.4930205670743,7.062463112863824,26.933708314921546,32.15122670794639,40.21844451356043,48.44945043959067,1.2270991553692654,High Stress
2024-10-05 04:54:53.407995,1,36.553549488211424,20.192682760820375,16.32316803592565,56.71662605442857,411.4283391406054,6.140160832588581,16.850963729702997,9.024719877977807,24.651828767941655,34.590925441038344,1.6955184289674998,Moderate Stress
2024-10-05 10:54:53.407995,1,11.96298072844263,25.781370575466507,16.06956625125643,47.675957739468465,591.8451839345332,6.442959176305558,44.64599143693863,46.811172375645455,14.350072362496736,47.10153444074673,1.435309756989618,High Stress
2024-10-05 16:54:53.407995,1,12.210351782869129,27.868530929726976,24.02367615704588,64.42030197492653,381.3918475621782,5.58090026974509,44.26515842813967,39.57568483744194,37.04461010954719,37.17179366165725,0.924539754507211,High Stress
2024-10-05 22:54:53.407995,1,24.02836949558674,26.172537107362007,22.91001132665138,58.14269450716555,449.41039728596917,5.71009667983254,47.21651193112363,31.772933297803387,44.92479994481261,37.428305118556835,1.5156034681975792,Moderate Stress
2024-10-06 04:54:53.407995,1,31.985433813397133,24.11508668453654,16.401169707766574,58.954011872132206,747.6322831688847,6.226035389205226,35.97543746337869,37.87567309547448,42.10390953382445,48.080213733626685,1.9513663869240494,Healthy
2024-10-06 10:54:53.407995,1,24.128731690160524,18.980804215000074,22.66356728626019,55.922929662156456,420.43423968783844,7.343344313987623,35.8719612903926,34.65327105498062,12.829554293570201,45.028423471713175,2.0193141247511788,Moderate Stress
2024-10-06 16:54:53.407995,1,21.78570813460143,20.107756512679227,19.594251853183312,46.87805748580894,696.2927152327857,6.671896794048013,24.026452589328812,19.920690798716024,47.676705383216664,28.299192671000046,1.7194243444138244,Moderate Stress
